id,member_id,loan_amnt,loan_amnt_band,funded_amnt,funded_amnt_band,funded_amnt_inv,funded_amnt_inv_band,term,int_rate,int_rate_band,installment,installment_band,grade,sub_grade,emp_title,emp_length_years,emp_length_band,home_ownership,annual_inc,annual_inc_band,verification_status,dti,dti_band,purpose,issue_date,issue_month,issue_month_name,issue_year,loan_status_label,default_flag
585419,752173,6000,Medium,6000,Medium,6000,Medium,36 months,13.23,Medium,202.83,Medium,C,C1,6th Judicial District Attorney's Office,6,Senior (3-7y),MORTGAGE,29568,Low,Source Verified,3.98,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
585403,752155,4500,Low,4500,Low,4500,Low,36 months,7.88,Low,140.77,Low,A,A5,Southern Arizona AIDS Foundation,2,Junior (1-3y),RENT,33000,Low,Not Verified,16.51,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
585408,752160,12000,Medium,12000,Medium,12000,Medium,36 months,13.61,Medium,407.87,High,C,C2,cisco,3,Junior (1-3y),RENT,96000,Medium,Verified,15.93,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
585373,752122,2000,Low,2000,Low,2000,Low,60 months,11.49,Medium,43.98,Low,B,B4,Kings Borough Community College,2,Junior (1-3y),RENT,9600,Low,Source Verified,2.5,Low,moving,9/1/2010,9,Sep,2010,Charged Off,1
578597,743925,15000,High,15000,Medium,14789.9796,Medium,60 months,15.95,High,364.38,Medium,D,D4,Faith Technologies Inc,10,Expert (7y+),MORTGAGE,120000,High,Source Verified,13.23,Medium,house,9/1/2010,9,Sep,2010,Charged Off,1
585340,752082,3000,Low,3000,Low,3000,Low,36 months,13.61,Medium,101.97,Low,C,C2,dennys restaurant,4,Senior (3-7y),RENT,14400,Low,Not Verified,6.92,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583195,749430,14500,Medium,14500,Medium,14475,Medium,60 months,17.93,High,367.66,Medium,E,E5,U.S. Postal Servive,10,Expert (7y+),MORTGAGE,54000,Medium,Verified,19.56,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
585341,752083,6000,Medium,6000,Medium,5975,Medium,36 months,13.23,Medium,202.83,Medium,C,C1,Enloe Medical Center,1,Fresher (0-1y),RENT,25200,Low,Not Verified,14.05,Medium,educational,9/1/2010,9,Sep,2010,Charged Off,1
585336,752074,5325,Medium,5325,Medium,5325,Medium,36 months,7.88,Low,166.58,Low,A,A5,State of Massachusetts,10,Expert (7y+),MORTGAGE,90000,Medium,Not Verified,15.11,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
585315,752051,3200,Low,3200,Low,3175,Low,60 months,13.23,Medium,73.19,Low,C,C1,T.Rowe Price,2,Junior (1-3y),RENT,52000,Medium,Verified,22.06,High,wedding,9/1/2010,9,Sep,2010,Fully Paid,0
585277,752002,5000,Medium,5000,Low,5000,Medium,36 months,13.23,Medium,169.03,Low,C,C1,Summit Mortgage Corp.,4,Senior (3-7y),RENT,75000,Medium,Not Verified,11.17,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
585256,751973,3600,Low,3600,Low,3600,Low,60 months,7.88,Low,72.79,Low,A,A5,SVB Financial Group,2,Junior (1-3y),RENT,47700,Low,Not Verified,22.55,High,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
585215,751919,2000,Low,2000,Low,2000,Low,36 months,11.12,Medium,65.6,Low,B,B3,Lake Charles Memorial Hospital,3,Junior (1-3y),RENT,45000,Low,Not Verified,16.93,Medium,medical,9/1/2010,9,Sep,2010,Fully Paid,0
583291,749540,8000,Medium,8000,Medium,7975,Medium,36 months,11.86,Medium,265.18,Medium,B,B5,"Sensiba San Filippo, LLP",3,Junior (1-3y),RENT,60000,Medium,Verified,20.9,High,other,9/1/2010,9,Sep,2010,Fully Paid,0
585173,751873,9950,Medium,9950,Medium,9925,Medium,36 months,7.88,Low,311.25,Medium,A,A5,Bloom Energy,4,Senior (3-7y),RENT,86000,Medium,Not Verified,4.79,Low,other,9/1/2010,9,Sep,2010,Fully Paid,0
585168,751874,17000,High,17000,High,16725,High,36 months,7.88,Low,531.78,High,A,A5,Direct Mail Source inc.,1,Fresher (0-1y),MORTGAGE,58000,Medium,Source Verified,8.75,Low,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
585156,751862,4000,Low,4000,Low,3950,Low,36 months,7.88,Low,125.13,Low,A,A5,Torgo Management,3,Junior (1-3y),MORTGAGE,35500,Low,Not Verified,16.5,Medium,wedding,9/1/2010,9,Sep,2010,Fully Paid,0
585158,751863,20000,High,20000,High,20000,High,36 months,17.19,High,714.95,Very High,E,E3,CHE,5,Senior (3-7y),RENT,96000,Medium,Source Verified,15.45,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584503,751066,25000,Very High,25000,High,24511.51146,High,60 months,13.98,Medium,581.45,High,C,C3,california spectra instumetation,3,Junior (1-3y),MORTGAGE,69996,Medium,Verified,12.86,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
571552,735189,9975,Medium,9975,Medium,9975,Medium,36 months,11.49,Medium,328.89,Medium,B,B4,Whittlesey & Hadley,3,Junior (1-3y),MORTGAGE,57770,Medium,Not Verified,17.76,Medium,credit_card,9/1/2010,9,Sep,2010,Fully Paid,0
585053,751740,7000,Medium,7000,Medium,7000,Medium,36 months,7.14,Low,216.59,Medium,A,A3,swissport cargo services,10,Expert (7y+),RENT,40000,Low,Source Verified,9.06,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584968,751640,20000,High,20000,High,19416.193,High,60 months,11.86,Medium,443.48,High,B,B5,usps,10,Expert (7y+),RENT,65000,Medium,Verified,10.49,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
579194,744686,4000,Low,4000,Low,4000,Low,36 months,7.51,Low,124.45,Low,A,A4,"Champion Pest Management, Inc",8,Expert (7y+),MORTGAGE,44196,Low,Source Verified,1.44,Low,home_improvement,9/1/2010,9,Sep,2010,Fully Paid,0
584872,751525,9000,Medium,9000,Medium,8950,Medium,60 months,10.38,Medium,192.92,Low,B,B1,southern wine and spirits,10,Expert (7y+),MORTGAGE,62000,Medium,Not Verified,6.02,Low,car,9/1/2010,9,Sep,2010,Fully Paid,0
584994,751671,10000,Medium,10000,Medium,10000,Medium,60 months,15.95,High,242.92,Medium,D,D4,usda,10,Expert (7y+),MORTGAGE,100000,Medium,Verified,24.65,High,small_business,9/1/2010,9,Sep,2010,Fully Paid,0
584992,751669,2500,Low,2500,Low,2500,Low,36 months,14.35,Medium,85.87,Low,C,C4,Department of the Army,5,Senior (3-7y),RENT,45000,Low,Verified,22.64,High,moving,9/1/2010,9,Sep,2010,Fully Paid,0
584983,751658,6000,Medium,6000,Medium,5950,Medium,36 months,7.88,Low,187.69,Low,A,A5,atlantic express,5,Senior (3-7y),MORTGAGE,36000,Low,Not Verified,4.23,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584969,751641,25000,Very High,25000,High,24835.09335,High,60 months,13.61,Medium,576.67,High,C,C2,URS Corp.,2,Junior (1-3y),MORTGAGE,58650,Medium,Verified,19.19,Medium,debt_consolidation,10/1/2010,10,Oct,2010,Fully Paid,0
584635,751243,12000,Medium,12000,Medium,12000,Medium,36 months,7.14,Low,371.3,Medium,A,A3,Citibank,10,Expert (7y+),RENT,49600,Low,Verified,14.47,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584938,751605,25000,Very High,25000,High,24429.72292,High,60 months,13.98,Medium,581.45,High,C,C3,Reading Hospital and Medical Center,6,Senior (3-7y),MORTGAGE,54600,Medium,Verified,17.52,Medium,home_improvement,9/1/2010,9,Sep,2010,Fully Paid,0
584517,751082,8000,Medium,8000,Medium,7950,Medium,60 months,15.95,High,194.34,Low,D,D4,TSA,6,Senior (3-7y),RENT,50400,Medium,Verified,1.76,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584906,751566,5000,Medium,5000,Low,5000,Medium,36 months,11.86,Medium,165.74,Low,B,B5,Taylor Termite  and  Pest Control,2,Junior (1-3y),OWN,30996,Low,Not Verified,9.76,Low,home_improvement,9/1/2010,9,Sep,2010,Fully Paid,0
584922,751585,10000,Medium,10000,Medium,10000,Medium,36 months,15.95,High,351.33,Medium,D,D4,State of California,4,Senior (3-7y),MORTGAGE,71028,Medium,Not Verified,14.39,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
584912,751575,25000,Very High,25000,High,24537.53284,High,60 months,11.49,Medium,549.69,High,B,B4,Hewlett-Packard Company,1,Fresher (0-1y),MORTGAGE,180000,Very High,Verified,11.48,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584899,751558,5500,Medium,5500,Medium,5475,Medium,36 months,15.21,High,191.23,Low,D,D2,Genco Supply Chain Solutions,1,Fresher (0-1y),RENT,30000,Low,Not Verified,7.8,Low,home_improvement,9/1/2010,9,Sep,2010,Charged Off,1
584881,751535,12000,Medium,12000,Medium,12000,Medium,36 months,13.98,Medium,410.02,High,C,C3,Scot Forge Company,10,Expert (7y+),MORTGAGE,230000,Very High,Source Verified,5.79,Low,home_improvement,9/1/2010,9,Sep,2010,Fully Paid,0
584842,751487,10000,Medium,10000,Medium,9900,Medium,36 months,11.12,Medium,327.96,Medium,B,B3,Logigear Corporation,4,Senior (3-7y),MORTGAGE,43344,Low,Not Verified,10.99,Medium,credit_card,9/1/2010,9,Sep,2010,Fully Paid,0
584836,749827,5000,Medium,5000,Low,5000,Medium,36 months,10.75,Medium,163.11,Low,B,B2,Central Coast Pathology,10,Expert (7y+),RENT,35827.2,Low,Verified,23.81,High,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584823,751466,9000,Medium,9000,Medium,9000,Medium,36 months,6.76,Low,276.91,Medium,A,A2,Federal Public Defender,10,Expert (7y+),MORTGAGE,72000,Medium,Not Verified,17.92,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584820,751461,3000,Low,3000,Low,2930.27,Low,36 months,13.61,Medium,101.97,Low,C,C2,RW3 Technologies,1,Fresher (0-1y),RENT,42000,Low,Verified,11.94,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
584817,751457,9250,Medium,9250,Medium,9250,Medium,36 months,11.86,Medium,306.62,Medium,B,B5,WIMM Labs,1,Fresher (0-1y),MORTGAGE,120000,High,Not Verified,9.47,Low,wedding,9/1/2010,9,Sep,2010,Fully Paid,0
584786,751422,6000,Medium,6000,Medium,6000,Medium,60 months,13.23,Medium,137.23,Low,C,C1,Ebay,3,Junior (1-3y),RENT,85000,Medium,Not Verified,6.2,Low,major_purchase,9/1/2010,9,Sep,2010,Fully Paid,0
584774,748273,6000,Medium,6000,Medium,6000,Medium,36 months,13.23,Medium,202.83,Medium,C,C1,Fiserv,10,Expert (7y+),RENT,72000,Medium,Source Verified,23.18,High,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584759,751392,18000,High,18000,High,17433.00664,High,60 months,13.61,Medium,415.2,High,C,C2,Prudential,2,Junior (1-3y),MORTGAGE,235000,Very High,Verified,3.48,Low,major_purchase,9/1/2010,9,Sep,2010,Fully Paid,0
584755,751388,10000,Medium,10000,Medium,9950,Medium,36 months,15.58,High,349.51,Medium,D,D3,U.S. Postal Service,10,Expert (7y+),RENT,75000,Medium,Source Verified,13.35,Medium,debt_consolidation,10/1/2010,10,Oct,2010,Fully Paid,0
584738,751368,12250,Medium,12250,Medium,12200,Medium,36 months,7.51,Low,381.11,Medium,A,A4,State Of Nevada,10,Expert (7y+),MORTGAGE,70000,Medium,Verified,9.41,Low,credit_card,9/1/2010,9,Sep,2010,Fully Paid,0
584739,751369,9000,Medium,9000,Medium,8900,Medium,36 months,7.14,Low,278.48,Medium,A,A3,pss,10,Expert (7y+),RENT,140000,High,Not Verified,7.96,Low,car,9/1/2010,9,Sep,2010,Fully Paid,0
584692,751317,15000,High,15000,Medium,14875,Medium,36 months,7.88,Low,469.22,High,A,A5,U.S. District Courts,10,Expert (7y+),MORTGAGE,100000,Medium,Source Verified,3.1,Low,other,9/1/2010,9,Sep,2010,Fully Paid,0
584708,751334,5300,Medium,5300,Medium,5300,Medium,60 months,11.12,Medium,115.56,Low,B,B3,ISR Group,1,Fresher (0-1y),MORTGAGE,92304,Medium,Not Verified,8.62,Low,car,9/1/2010,9,Sep,2010,Fully Paid,0
584718,735811,15000,High,15000,Medium,14775,Medium,36 months,7.51,Low,466.67,High,A,A4,American Red Cross,6,Senior (3-7y),MORTGAGE,45000,Low,Verified,4.27,Low,home_improvement,9/1/2010,9,Sep,2010,Fully Paid,0
557584,717888,8800,Medium,8800,Medium,8725,Medium,36 months,7.51,Low,273.78,Medium,A,A4,Webcom Communications,7,Senior (3-7y),MORTGAGE,67000,Medium,Not Verified,10.51,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
582934,749104,25000,Very High,25000,High,25000,Very High,36 months,14.84,Medium,864.68,Very High,D,D1,USDA,10,Expert (7y+),MORTGAGE,62570,Medium,Source Verified,18.97,Medium,small_business,9/1/2010,9,Sep,2010,Fully Paid,0
584657,751275,5500,Medium,5500,Medium,5425,Medium,60 months,10.38,Medium,117.89,Low,B,B1,UBS,5,Senior (3-7y),MORTGAGE,94000,Medium,Source Verified,9.97,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583007,749196,20000,High,20000,High,19741.65943,High,60 months,16.32,High,489.77,High,D,D5,Morgan Stanley,6,Senior (3-7y),MORTGAGE,102996,High,Verified,15.85,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584625,751231,14000,Medium,14000,Medium,13950,Medium,36 months,7.88,Low,437.94,High,A,A5,Aldea Children and Family Services,5,Senior (3-7y),RENT,37000,Low,Source Verified,13.33,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584313,750797,20000,High,20000,High,19508.00046,High,60 months,13.61,Medium,461.34,High,C,C2,LCI,1,Fresher (0-1y),RENT,90000,Medium,Verified,7.04,Low,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
584564,751135,5000,Medium,5000,Low,5000,Medium,60 months,11.12,Medium,109.02,Low,B,B3,The Kroger Co Fred Meyer Jewelers,10,Expert (7y+),MORTGAGE,40000,Low,Source Verified,14.58,Medium,debt_consolidation,10/1/2010,10,Oct,2010,Fully Paid,0
584523,747774,25000,Very High,25000,High,24768.97413,High,60 months,16.82,High,618.9,Very High,E,E2,united parcel service,10,Expert (7y+),MORTGAGE,65000,Medium,Verified,23.34,High,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584506,751070,2500,Low,2500,Low,2500,Low,36 months,13.23,Medium,84.52,Low,C,C1,Bank of America,5,Senior (3-7y),RENT,40000,Low,Verified,16.53,Medium,medical,9/1/2010,9,Sep,2010,Fully Paid,0
584495,751057,25000,Very High,25000,High,23725,High,60 months,17.56,High,628.87,Very High,E,E4,Angelo State University,5,Senior (3-7y),MORTGAGE,72000,Medium,Verified,23.12,High,medical,9/1/2010,9,Sep,2010,Fully Paid,0
582789,748919,15000,High,15000,Medium,14925,Medium,36 months,11.12,Medium,491.94,High,B,B3,Right Angle Contracting,7,Senior (3-7y),MORTGAGE,106000,High,Source Verified,9.54,Low,major_purchase,9/1/2010,9,Sep,2010,Charged Off,1
581398,747298,20000,High,20000,High,19454.4635,High,60 months,13.23,Medium,457.42,High,C,C1,Advanced Radiology,10,Expert (7y+),MORTGAGE,81996,Medium,Verified,8.81,Low,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
584300,750781,24250,High,24250,High,23992.30049,High,60 months,16.45,High,595.53,High,E,E1,Bossman Entertainment,8,Expert (7y+),RENT,60000,Medium,Verified,10.94,Medium,small_business,9/1/2010,9,Sep,2010,Charged Off,1
584444,750991,5000,Medium,5000,Low,5000,Medium,36 months,6,Low,152.11,Low,E,E4,United States Army,10,Expert (7y+),RENT,34868.4,Low,Source Verified,4.37,Low,wedding,9/1/2010,9,Sep,2010,Fully Paid,0
584460,751012,7500,Medium,7500,Medium,7475,Medium,36 months,7.88,Low,234.61,Medium,A,A5,Wells Fargo,4,Senior (3-7y),RENT,70000,Medium,Not Verified,2.78,Low,credit_card,9/1/2010,9,Sep,2010,Fully Paid,0
584456,751007,3500,Low,3500,Low,3500,Low,36 months,13.23,Medium,118.32,Low,C,C1,Target Corporation,8,Expert (7y+),MORTGAGE,73000,Medium,Verified,23.24,High,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584277,750753,9000,Medium,9000,Medium,9000,Medium,36 months,7.14,Low,278.48,Medium,A,A3,Stirling Elementary,10,Expert (7y+),MORTGAGE,75000,Medium,Verified,12.61,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
579111,744588,9500,Medium,9500,Medium,9475,Medium,60 months,10.38,Medium,203.63,Medium,B,B1,,10,Expert (7y+),MORTGAGE,60000,Medium,Verified,13.64,Medium,small_business,9/1/2010,9,Sep,2010,Charged Off,1
583736,750085,6000,Medium,6000,Medium,6000,Medium,60 months,7.88,Low,121.32,Low,A,A5,aspen waste systems,10,Expert (7y+),MORTGAGE,104400,High,Source Verified,8.25,Low,car,9/1/2010,9,Sep,2010,Fully Paid,0
584422,750967,3600,Low,3600,Low,3575,Low,36 months,11.12,Medium,118.07,Low,B,B3,,2,Junior (1-3y),RENT,40000,Low,Not Verified,7.53,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584376,750865,3600,Low,3600,Low,3600,Low,60 months,13.61,Medium,83.04,Low,C,C2,Transportation Security Administration,2,Junior (1-3y),RENT,33400,Low,Verified,19.19,Medium,moving,9/1/2010,9,Sep,2010,Fully Paid,0
584370,750859,10800,Medium,10800,Medium,10561.55503,Medium,60 months,15.21,High,258.13,Medium,D,D2,SLO County,4,Senior (3-7y),RENT,39000,Low,Source Verified,20.31,High,other,9/1/2010,9,Sep,2010,Fully Paid,0
584381,750872,25000,Very High,25000,High,24775,High,36 months,11.86,Medium,828.69,Very High,B,B5,Macys,5,Senior (3-7y),RENT,225000,Very High,Verified,9.91,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584344,750832,4500,Low,4500,Low,4500,Low,36 months,7.51,Low,140,Low,A,A4,Specialty Sports Venture (Vail Resorts),4,Senior (3-7y),RENT,32000,Low,Not Verified,22.54,High,car,9/1/2010,9,Sep,2010,Fully Paid,0
584356,744218,24000,High,24000,High,21475,High,60 months,11.49,Medium,527.71,High,B,B4,Bank Of America,1,Fresher (0-1y),RENT,60000,Medium,Source Verified,19.94,Medium,wedding,9/1/2010,9,Sep,2010,Fully Paid,0
584333,750819,9000,Medium,9000,Medium,8925,Medium,36 months,7.14,Low,278.48,Medium,A,A3,Providence Water,10,Expert (7y+),MORTGAGE,48000,Low,Not Verified,9.68,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584264,750735,25000,Very High,25000,High,22128.67246,High,36 months,21.64,High,950.12,Very High,G,G5,Housing Investments Inc,10,Expert (7y+),RENT,203000,Very High,Verified,20.74,High,renewable_energy,9/1/2010,9,Sep,2010,Charged Off,1
584242,750710,20000,High,20000,High,19743.97413,High,60 months,16.82,High,495.12,High,E,E2,Northern Trust,4,Senior (3-7y),MORTGAGE,75000,Medium,Verified,13.71,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584238,750704,25000,Very High,25000,High,24725,High,36 months,10.75,Medium,815.52,Very High,B,B2,Los Angeles Unified School District,10,Expert (7y+),RENT,78000,Medium,Verified,17.18,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583119,749334,20000,High,20000,High,19925,High,36 months,15.21,High,695.37,Very High,D,D2,Orange County Public Schools,2,Junior (1-3y),MORTGAGE,36000,Low,Verified,4.9,Low,home_improvement,9/1/2010,9,Sep,2010,Fully Paid,0
584180,750641,16000,High,16000,High,15720.59338,High,60 months,11.86,Medium,354.79,Medium,B,B5,Insight Enterprises Inc,2,Junior (1-3y),MORTGAGE,102000,High,Source Verified,12.74,Medium,medical,9/1/2010,9,Sep,2010,Fully Paid,0
584165,750622,3000,Low,3000,Low,3000,Low,36 months,10.75,Medium,97.87,Low,B,B2,vally view nursing home,1,Fresher (0-1y),MORTGAGE,34662,Low,Source Verified,16.31,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
584161,750618,8500,Medium,8500,Medium,8500,Medium,60 months,17.19,High,212.12,Medium,E,E3,sprint communications,8,Expert (7y+),RENT,35000,Low,Verified,22.63,High,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583874,750253,18000,High,18000,High,17800,High,36 months,10.38,Medium,584.03,High,B,B1,WCA Hospital,10,Expert (7y+),MORTGAGE,36000,Low,Source Verified,15.27,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
582666,748779,5100,Medium,5100,Medium,5100,Medium,36 months,10.75,Medium,166.37,Low,B,B2,City of Rio Rancho,10,Expert (7y+),MORTGAGE,60000,Medium,Not Verified,22.88,High,car,9/1/2010,9,Sep,2010,Fully Paid,0
583137,749360,4000,Low,4000,Low,4000,Low,60 months,11.12,Medium,87.21,Low,B,B3,other,7,Senior (3-7y),MORTGAGE,75000,Medium,Not Verified,5.89,Low,home_improvement,9/1/2010,9,Sep,2010,Fully Paid,0
583818,750185,24250,High,24250,High,24025,High,36 months,10.75,Medium,791.05,Very High,B,B2,US Dept Of Treasury,10,Expert (7y+),MORTGAGE,108000,High,Verified,16.12,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
584115,750561,3000,Low,3000,Low,3000,Low,36 months,13.23,Medium,101.42,Low,C,C1,Baptist St. Anthony's,2,Junior (1-3y),RENT,15000,Low,Not Verified,5.44,Low,other,9/1/2010,9,Sep,2010,Fully Paid,0
582335,748403,5500,Medium,5500,Medium,5500,Medium,36 months,13.23,Medium,185.93,Low,C,C1,Applebees,2,Junior (1-3y),MORTGAGE,28800,Low,Not Verified,16.54,Medium,home_improvement,9/1/2010,9,Sep,2010,Fully Paid,0
576022,740835,10000,Medium,10000,Medium,9900,Medium,60 months,11.86,Medium,221.74,Medium,B,B5,Everglades National Park,3,Junior (1-3y),OWN,36444,Low,Verified,10.9,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
581114,746964,18000,High,18000,High,17583.3106,High,60 months,16.32,High,440.8,High,D,D5,Starbucks,1,Fresher (0-1y),RENT,76800,Medium,Verified,14.28,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
581244,747123,14500,Medium,14500,Medium,14036.51277,Medium,60 months,13.98,Medium,337.24,Medium,C,C3,ATN Signals,1,Fresher (0-1y),RENT,84000,Medium,Source Verified,14.01,Medium,major_purchase,9/1/2010,9,Sep,2010,Fully Paid,0
572870,736891,16750,High,16750,High,16366.54805,High,36 months,7.88,Low,523.96,High,A,A5,El Paso Electric Company,10,Expert (7y+),MORTGAGE,45344,Low,Verified,20.7,High,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583776,750138,4900,Low,4900,Low,4800,Low,60 months,7.88,Low,99.08,Low,A,A5,Mifflin Township Division of Fire,6,Senior (3-7y),MORTGAGE,63600,Medium,Not Verified,14,Medium,car,9/1/2010,9,Sep,2010,Fully Paid,0
584011,750430,10000,Medium,10000,Medium,9950,Medium,60 months,16.45,High,245.58,Medium,E,E1,Mercedes Benz USA,6,Senior (3-7y),MORTGAGE,90000,Medium,Verified,0.88,Low,car,9/1/2010,9,Sep,2010,Fully Paid,0
583976,750382,7000,Medium,7000,Medium,7000,Medium,36 months,16.45,High,247.66,Medium,E,E1,Glaucoma Center,1,Fresher (0-1y),RENT,24000,Low,Not Verified,10.2,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583948,750348,8000,Medium,8000,Medium,7975,Medium,60 months,13.98,Medium,186.07,Low,C,C3,federal government,5,Senior (3-7y),MORTGAGE,52000,Medium,Verified,6.07,Low,other,9/1/2010,9,Sep,2010,Fully Paid,0
583942,750340,10000,Medium,10000,Medium,10000,Medium,36 months,10.38,Medium,324.46,Medium,B,B1,LCG Systems,1,Fresher (0-1y),RENT,95000,Medium,Verified,3.97,Low,other,9/1/2010,9,Sep,2010,Fully Paid,0
583936,750333,1600,Low,1600,Low,1600,Low,36 months,11.12,Medium,52.48,Low,B,B3,security door controls,2,Junior (1-3y),RENT,26880,Low,Source Verified,1.12,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583913,750302,20000,High,20000,High,19925,High,36 months,10.75,Medium,652.41,Very High,B,B2,Tinker Air Force Base,10,Expert (7y+),MORTGAGE,54538,Medium,Verified,21.83,High,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583860,750234,10000,Medium,10000,Medium,9925,Medium,36 months,10.38,Medium,324.46,Medium,B,B1,displaysonic inc,9,Expert (7y+),RENT,38400,Low,Not Verified,8.34,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583839,750210,12000,Medium,12000,Medium,11583.08768,Medium,60 months,16.32,High,293.87,Medium,D,D5,Estes Express Lines,1,Fresher (0-1y),RENT,45000,Low,Source Verified,14.88,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583759,750118,9600,Medium,9600,Medium,9550,Medium,36 months,7.88,Low,300.3,Medium,A,A5,,2,Junior (1-3y),RENT,80000,Medium,Source Verified,4.9,Low,medical,9/1/2010,9,Sep,2010,Fully Paid,0
581641,747547,10000,Medium,10000,Medium,10000,Medium,36 months,13.23,Medium,338.05,Medium,C,C1,lgp gem ltd,10,Expert (7y+),RENT,57996,Medium,Not Verified,5.46,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583754,750111,20000,High,20000,High,19975,High,36 months,10.38,Medium,648.92,Very High,B,B1,Kenney Steel corp,10,Expert (7y+),RENT,51000,Medium,Source Verified,15.48,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583745,750099,24250,High,24250,High,23681.99586,High,60 months,11.49,Medium,533.2,High,B,B4,Fifth Third Bank,1,Fresher (0-1y),RENT,145000,High,Source Verified,13.94,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583713,750057,1000,Low,1000,Low,1000,Low,36 months,13.98,Medium,34.17,Low,C,C3,MerchNow,1,Fresher (0-1y),RENT,11760,Low,Not Verified,6.63,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583711,750055,15000,High,15000,Medium,14743.97413,Medium,60 months,16.82,High,371.34,Medium,E,E2,leggett & platt,7,Senior (3-7y),RENT,30000,Low,Verified,15.28,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Charged Off,1
480425,610749,10000,Medium,10000,Medium,10000,Medium,36 months,7.51,Low,311.11,Medium,A,A4,AREVA,3,Junior (1-3y),MORTGAGE,73000,Medium,Not Verified,1.15,Low,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
583684,750023,4150,Low,4150,Low,4150,Low,36 months,6.76,Low,127.69,Low,A,A2,Zuccareli's,2,Junior (1-3y),RENT,30000,Low,Not Verified,5.68,Low,car,9/1/2010,9,Sep,2010,Fully Paid,0
575667,740415,7200,Medium,7200,Medium,7200,Medium,60 months,18.67,High,185.47,Low,F,F2,NISCAYAH,5,Senior (3-7y),RENT,99000,Medium,Source Verified,17.87,Medium,debt_consolidation,9/1/2010,9,Sep,2010,Fully Paid,0
